name,gt_ok,pred_ok,angle_error,lateral_near,lateral_far,line_iou,nav_iou,confidence,accurate
test_285,True,True,10.2429,37.09,20.50,0.0513,0.4420,0.000,False
test_286,True,True,7.9720,47.81,35.04,0.0000,0.5019,0.000,False
test_287,True,True,14.8272,49.71,26.20,0.0498,0.4915,0.000,False
test_288,True,True,12.1390,40.17,20.81,0.0632,0.4237,0.000,False
test_289,True,True,4.5630,42.70,35.36,0.0000,0.4948,0.000,False
test_290,True,True,31.6631,70.41,19.61,0.0257,0.3793,0.000,False
test_291,True,True,1.5789,19.10,16.57,0.0000,0.2159,0.166,False
test_292,True,True,0.8079,3.55,2.19,0.4919,0.4998,0.496,True
test_293,True,True,2.5505,1.50,2.78,0.3406,0.3646,0.000,True
test_294,True,True,16.5190,54.79,28.41,0.0501,0.4342,0.000,False
test_295,True,True,0.6661,3.00,1.90,0.5720,0.3541,0.180,True
test_296,True,True,0.7365,0.25,1.46,0.6599,0.3821,0.495,True
test_297,True,True,14.1320,49.82,27.37,0.0374,0.4766,0.000,False
test_298,True,True,30.0918,91.14,43.14,0.0279,0.3667,0.498,False
test_299,True,True,14.6867,49.39,26.17,0.0502,0.5263,0.000,False
test_300,True,True,12.0887,40.59,21.38,0.0600,0.4253,0.000,False
test_301,True,True,16.0367,34.32,8.78,0.0501,0.4649,0.000,False
test_302,True,True,11.2533,40.46,22.65,0.0351,0.3849,0.000,False
test_303,True,True,14.2933,48.86,26.01,0.0519,0.4038,0.000,False
test_304,True,True,5.2269,9.46,0.37,0.1649,0.4388,0.000,False
test_305,True,True,17.6534,43.84,15.27,0.0435,0.2495,0.000,False
test_306,True,True,29.2737,51.08,3.80,0.0270,0.2205,0.000,False
test_307,True,True,39.5087,90.28,25.12,0.0212,0.3721,0.000,False
test_308,True,True,8.0823,48.99,36.08,0.0000,0.3826,0.000,False
test_309,True,True,1.9790,1.46,1.77,0.4890,0.3492,0.113,True
test_310,True,True,13.4125,52.13,30.86,0.0107,0.4428,0.000,False
test_311,True,True,10.7096,36.59,19.51,0.0651,0.4615,0.000,False
test_312,True,True,10.6207,30.56,13.79,0.0869,0.3800,0.000,False
test_313,True,True,12.7542,43.82,23.50,0.0553,0.4022,0.000,False
test_314,True,True,7.2606,45.13,33.66,0.0000,0.3563,0.000,False
test_315,True,True,1.1996,0.24,1.68,0.6090,0.3578,0.546,True
test_316,True,True,25.8125,62.52,21.52,0.0324,0.2238,0.000,False
test_317,True,True,3.3861,42.86,37.42,0.0000,0.4636,0.000,False
test_318,True,True,17.9100,43.58,15.34,0.0469,0.4160,0.000,False
test_319,True,True,0.2258,3.33,3.70,0.3523,0.4056,0.531,True
test_320,True,True,1.1811,18.99,17.12,0.0000,0.3728,0.000,False
test_321,True,True,6.6674,40.45,29.90,0.0000,0.2619,0.000,False
test_322,True,True,6.8554,52.83,41.84,0.0000,0.4021,0.000,False
